id,dataset_config,qid,query_column,query,q1,q2,question_type,positive_passage_id,negative_passage_id,positive_answer,negative_answer,positive_corpus_index,negative_corpus_index,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
boolq_MSMARCO_338,MSMARCO,338,q1,"Which symptoms show Superior Mesenteric Artery Syndrome or Cushing's, but not liver disease or general Superior Mesenteric Artery Syndrome symptoms?","Which symptoms show Superior Mesenteric Artery Syndrome or Cushing's, but not liver disease or general Superior Mesenteric Artery Syndrome symptoms?",,not,2214358,8407443,"Upper body obesity, round face, increased fat around neck, thinning arms and legs.",Cannot answer,124,125,"Cushingâs disease or syndrome is often associated with significant morbidities, such as diabetes mellitus, cardiovascular disease, osteoporosis, reduced quality of life, and increased mortality. The following are the most common symptoms. However, each individual may experience symptoms differently. Symptoms may include: 1  upper body obesity. 2  round face. 3  increased fat around neck. 4  thinning arms and legs. 5  fragile and thin skin. 6  stretch marks on abdomen, thighs, buttocks, arms, and breasts. 7  bone and muscle weakness.",These signs and symptoms may include*: 1  Upper abdominal pain that may spread to the back. 2  Yellowing (jaundice) of the skin and the whites of the eyes. 3  Diminished appetite and/or unexplained weight loss.  Digestive 1  difficulties. Fatigue. 2  Nausea. New-onset of diabetes in people over  50.,doc1,doc2,"Cushingâs disease or syndrome is often associated with significant morbidities, such as diabetes mellitus, cardiovascular disease, osteoporosis, reduced quality of life, and increased mortality. The following are the most common symptoms. However, each individual may experience symptoms differently. Symptoms may include: 1  upper body obesity. 2  round face. 3  increased fat around neck. 4  thinning arms and legs. 5  fragile and thin skin. 6  stretch marks on abdomen, thighs, buttocks, arms, and breasts. 7  bone and muscle weakness.",These signs and symptoms may include*: 1  Upper abdominal pain that may spread to the back. 2  Yellowing (jaundice) of the skin and the whites of the eyes. 3  Diminished appetite and/or unexplained weight loss.  Digestive 1  difficulties. Fatigue. 2  Nausea. New-onset of diabetes in people over  50.
boolq_MSMARCO_339,MSMARCO,339,q1,What are the minimum rates for reduced VAT excluding information on 8% cap rates and inputs for CAPM?,What are the minimum rates for reduced VAT excluding information on 8% cap rates and inputs for CAPM?,,not,7619717,8757342,No reduced rate may be less than 5%.,Cannot answer,126,127,"EU legislation limits this freedom to set rates in 3 ways: 1  the standard rate may not be less than 15% , although there is no maximum limit; 2  no reduced rate may be less than 5% , with a few exceptions; 3  the types of sale on which reduced rates may be charged is fixed in the VAT Directive.hese are exempt, but 'with the right to deduct' â so a 0% rate is charged, but you may still deduct all the VAT you have paid on purchases directly related to this sale e.g. exports, certain financial services to customers outside the EU.","The cap rate allows us to value a property based on a single yearâs NOI. So, if a property had an NOI of $80,000 and we thought it should trade at an 8% cap rate, then we could estimate its value at $1,000,000. The discount rate, on the other hand, is the investorâs required rate of return.",doc1,doc2,"EU legislation limits this freedom to set rates in 3 ways: 1  the standard rate may not be less than 15% , although there is no maximum limit; 2  no reduced rate may be less than 5% , with a few exceptions; 3  the types of sale on which reduced rates may be charged is fixed in the VAT Directive.hese are exempt, but 'with the right to deduct' â so a 0% rate is charged, but you may still deduct all the VAT you have paid on purchases directly related to this sale e.g. exports, certain financial services to customers outside the EU.","The cap rate allows us to value a property based on a single yearâs NOI. So, if a property had an NOI of $80,000 and we thought it should trade at an 8% cap rate, then we could estimate its value at $1,000,000. The discount rate, on the other hand, is the investorâs required rate of return."
boolq_MSMARCO_347,MSMARCO,347,q1,"What defense mechanism do camels use against predators that isn't spitting, and what animal often attacks fatally in Asia?","What defense mechanism do camels use against predators that isn't spitting, and what animal often attacks fatally in Asia?",,not,6401906,2490166,Cannot answer.,Cannot answer,128,129,"Asian Males elephants in musth are responsible for many deadly elephant attacks. The Asian Elephants is very important to the cultures and religions of many Asian countries such as India, Sri Lanka, Laos, Malaysia, Nepal, Bangladesh, and southern China, Myanmar (Burma), Indonesia, Thailand, Cambodia, and Vietnam.hile most of the dangerous elephant animal attacks take place in many of the African countries from south of the Sahara desert to South Africa with an estimated over 500000 number of African elephants in the world.","Camels protect themselves from predators by regurgitating their stomach contents mixed with saliva in a projectile fashion. This practice is commonly referred to as spitting. According to the San Diego Zoo, when camels spit, it is meant to startle and distract potential predators.",doc1,doc2,"Asian Males elephants in musth are responsible for many deadly elephant attacks. The Asian Elephants is very important to the cultures and religions of many Asian countries such as India, Sri Lanka, Laos, Malaysia, Nepal, Bangladesh, and southern China, Myanmar (Burma), Indonesia, Thailand, Cambodia, and Vietnam.hile most of the dangerous elephant animal attacks take place in many of the African countries from south of the Sahara desert to South Africa with an estimated over 500000 number of African elephants in the world.","Camels protect themselves from predators by regurgitating their stomach contents mixed with saliva in a projectile fashion. This practice is commonly referred to as spitting. According to the San Diego Zoo, when camels spit, it is meant to startle and distract potential predators."
boolq_MSMARCO_350,MSMARCO,350,q1,"What methods represent average annual work time in person-years excluding calculations based on hours, weeks, or months?","What methods represent average annual work time in person-years excluding calculations based on hours, weeks, or months?",,not,7301642,3745099,Cannot answer.,Cannot answer,130,131,Employed persons in Austria work an average of 1623 hours each year while persons in The United States work an average of 1788 hours. This entry contains the total number of hours worked over the year for the average employed person.,"Expressed as a quotient (to two decimal places) of the time units worked during a year (hours, weeks, or months) divided by the like total time units in a year. For example: 80 hours worked is 0.04 (rounded) of a person-year; 8 weeks worked is 0.15 (rounded) of a person-year; 12 months worked is 1.0 person-year. Contracted manpower includes survey crews, drilling crews, consultants, and other persons who worked under contract to support a firm's ongoing operations.",doc1,doc2,Employed persons in Austria work an average of 1623 hours each year while persons in The United States work an average of 1788 hours. This entry contains the total number of hours worked over the year for the average employed person.,"Expressed as a quotient (to two decimal places) of the time units worked during a year (hours, weeks, or months) divided by the like total time units in a year. For example: 80 hours worked is 0.04 (rounded) of a person-year; 8 weeks worked is 0.15 (rounded) of a person-year; 12 months worked is 1.0 person-year. Contracted manpower includes survey crews, drilling crews, consultants, and other persons who worked under contract to support a firm's ongoing operations."
boolq_MSMARCO_353,MSMARCO,353,q1,What methods for dyeing fabric are mentioned excluding the difference between crocking and bleeding?,What methods for dyeing fabric are mentioned excluding the difference between crocking and bleeding?,,not,1172340,3575309,Direct application tie dye,Cannot answer,132,133,"In direct application tie dye, you make small, concentrated solutions of dye and squirt the dye onto the fabric. You do not make large buckets full of dye, and you do not dip the fabric into the dye. When using dyes and chemicals it is important to protect your work area, and always wear gloves and protective clothing.","Heddels explains Crocking. Crocking usually occurs in heavily dyed fabric, such as raw denim. Compared to âbleedingâ, where the dye comes into contact with liquid; crocking occurs when the dye is physically rubbed off. Crocking is one of the processes that helps give raw denim its personality and is the cause for fades and atari on creases, seams, and any other worn areas.",doc1,doc2,"In direct application tie dye, you make small, concentrated solutions of dye and squirt the dye onto the fabric. You do not make large buckets full of dye, and you do not dip the fabric into the dye. When using dyes and chemicals it is important to protect your work area, and always wear gloves and protective clothing.","Heddels explains Crocking. Crocking usually occurs in heavily dyed fabric, such as raw denim. Compared to âbleedingâ, where the dye comes into contact with liquid; crocking occurs when the dye is physically rubbed off. Crocking is one of the processes that helps give raw denim its personality and is the cause for fades and atari on creases, seams, and any other worn areas."
boolq_MSMARCO_356,MSMARCO,356,q1,What benefits do compression garments offer excluding their effect on varicose veins?,What benefits do compression garments offer excluding their effect on varicose veins?,,not,6971355,7403146,Cannot answer.,Cannot answer,134,135,"A compression wrap is used to prevent swelling, which can help your ankle feel better. It does not support the ankle or prevent it from moving, so it does not protect it except by reminding you to be careful of your ankle. Instructions. Roll up the elastic bandage if it isn't already rolled up.",A Honor Society of Nursing (STTI) answered. Compression socks or stockings are a home remedy you can try to treat varicose veins. These are tight stockings assist your blood to flow better by squeezing your legs and feet. A proper fit is important so be sure to purchase the right size.,doc1,doc2,"A compression wrap is used to prevent swelling, which can help your ankle feel better. It does not support the ankle or prevent it from moving, so it does not protect it except by reminding you to be careful of your ankle. Instructions. Roll up the elastic bandage if it isn't already rolled up.",A Honor Society of Nursing (STTI) answered. Compression socks or stockings are a home remedy you can try to treat varicose veins. These are tight stockings assist your blood to flow better by squeezing your legs and feet. A proper fit is important so be sure to purchase the right size.
boolq_MSMARCO_369,MSMARCO,369,q1,"Which dog breeds were developed for working purposes, excluding the German Shepherd and the German Shorthaired Pointer?","Which dog breeds were developed for working purposes, excluding the German Shepherd and the German Shorthaired Pointer?",,not,8739847,2916937,The Bernese Mountain Dog.,Cannot answer,136,137,"The Bernese Mountain Dog is an extremely versatile working dog from the farmlands of Switzerland. He was developed to herd cattle, pull carts, and be a watchdog and loyal companion. He is one of four types of Swiss Mountain Dogs, and the only one with long hair.",the german shepherd is a relatively new breed dating back to 1899 and he owes his existence to one man captain max von stephanitz a career captain in the german cavalry with a goal of creating a german breed that would be unmatched as a herding dog,doc1,doc2,"The Bernese Mountain Dog is an extremely versatile working dog from the farmlands of Switzerland. He was developed to herd cattle, pull carts, and be a watchdog and loyal companion. He is one of four types of Swiss Mountain Dogs, and the only one with long hair.",the german shepherd is a relatively new breed dating back to 1899 and he owes his existence to one man captain max von stephanitz a career captain in the german cavalry with a goal of creating a german breed that would be unmatched as a herding dog
boolq_MSMARCO_372,MSMARCO,372,q1,What do B cells and T cells do in the immune system but not their origin?,What do B cells and T cells do in the immune system but not their origin?,,not,2238107,4056419,"B-cells play a principal role in humoral immunity (with antibody involvement), while T-cells have various functions, including helping other immune cells, killing infected cells, remembering past infections, regulating immune responses, and directly killing certain cells.",Cannot answer,138,139,"The thymus, a specialized organ of the immune system, is primarily responsible for the T cellâs maturation. There are six types of T-cells, namely: Helper T-cells, Cytotoxic T-cells, Memory T-cells, Regulatory T-cells, Natural Killer T-cells (NKT) and Gamma Delta T-cells. B-cells, on the other hand, play a principal role in humoral immunity (with antibody involvement).","They are B lymphocytes (B cells) and T lymphocytes (T cells). B cells. B cells develop from bone marrow stem cells in adults. When B cells become activated due to the presence of a particular antigen, they create antibodies that are specific to that specific antigen.ntibodies are critical to humoral immunity as this type of immunity relies on the circulation of antibodies in bodily fluids and blood serum to identify and counteract antigens. T cells. T cells develop from liver or bone marrow stem cells that mature in the thymus.",doc1,doc2,"The thymus, a specialized organ of the immune system, is primarily responsible for the T cellâs maturation. There are six types of T-cells, namely: Helper T-cells, Cytotoxic T-cells, Memory T-cells, Regulatory T-cells, Natural Killer T-cells (NKT) and Gamma Delta T-cells. B-cells, on the other hand, play a principal role in humoral immunity (with antibody involvement).","They are B lymphocytes (B cells) and T lymphocytes (T cells). B cells. B cells develop from bone marrow stem cells in adults. When B cells become activated due to the presence of a particular antigen, they create antibodies that are specific to that specific antigen.ntibodies are critical to humoral immunity as this type of immunity relies on the circulation of antibodies in bodily fluids and blood serum to identify and counteract antigens. T cells. T cells develop from liver or bone marrow stem cells that mature in the thymus."
boolq_MSMARCO_374,MSMARCO,374,q1,How can a judge eliminate biased information from the trial record without involving the process of striking an answer or recusal?,How can a judge eliminate biased information from the trial record without involving the process of striking an answer or recusal?,,not,4992530,4236301,A judge can use a continuing objection to preserve an issue for appeal without distracting the factfinder.,Cannot answer,140,141,"A continuing objection may be made, in the discretion of the court, to preserve an issue for appeal without distracting the factfinder (whether jury or judge) with an objection to every question.","Be preparedÃ¢â¬âthe opposing party may try to rephrase the same question in a new way that still warrants objection. If the witness has already responded, and an objection to the answer is subsequently sustained, one should ask the judge to STRIKE the answer so that it does not become part of the court record of the trial.",doc1,doc2,"A continuing objection may be made, in the discretion of the court, to preserve an issue for appeal without distracting the factfinder (whether jury or judge) with an objection to every question.","Be preparedÃ¢â¬âthe opposing party may try to rephrase the same question in a new way that still warrants objection. If the witness has already responded, and an objection to the answer is subsequently sustained, one should ask the judge to STRIKE the answer so that it does not become part of the court record of the trial."
boolq_MSMARCO_377,MSMARCO,377,q1,"What roles do David Harbour and Jason Bateman have in their upcoming projects, excluding the Hellboy reboot and the dark drama series on Netflix announced on February 25th, 2016?","What roles do David Harbour and Jason Bateman have in their upcoming projects, excluding the Hellboy reboot and the dark drama series on Netflix announced on February 25th, 2016?",,not,4338865,8066060,Cannot answer.,Cannot answer,142,143,"THere were a few who were annoying, but that is part of the Friday The 13th scenario. I like the new Jason because he is much more active in the role, much like the Jason from the 2nd and 3rd entries back in the early to mid 80s.I will give the movie a solid 7 out of 10.","Hellboy Reboot Release Date, Cast, Photos, & More The new Hellboy movie will be a reboot, this time featuring Stranger Things' David Harbour in the role of Red. News Den of Geek Staff",doc1,doc2,"THere were a few who were annoying, but that is part of the Friday The 13th scenario. I like the new Jason because he is much more active in the role, much like the Jason from the 2nd and 3rd entries back in the early to mid 80s.I will give the movie a solid 7 out of 10.","Hellboy Reboot Release Date, Cast, Photos, & More The new Hellboy movie will be a reboot, this time featuring Stranger Things' David Harbour in the role of Red. News Den of Geek Staff"
boolq_MSMARCO_392,MSMARCO,392,q1,"What are early signs of fluid buildup in infants with certain conditions, excluding those related to complete AVSD?","What are early signs of fluid buildup in infants with certain conditions, excluding those related to complete AVSD?",,not,123449,6789139,Early signs of hydrocephalus in infants include a bulging fontanel.,Cannot answer,144,145,"Hydrocephalus can cause permanent brain damage, so itâs important that you recognize symptoms of this condition and seek medical attention. The condition is more common in children, but it can affect people of any age. Infants. Early signs of hydrocephalus in infants include: bulging fontanel, which is the soft spot on the surface of the skull","Signs & Symptoms. Infants with the complete form of atrioventricular septal defect usually develop a limited ability to circulate blood to the lungs and the rest of the body resulting in fluid buildup in the heart, lung and various body tissues (congestive heart failure).",doc1,doc2,"Hydrocephalus can cause permanent brain damage, so itâs important that you recognize symptoms of this condition and seek medical attention. The condition is more common in children, but it can affect people of any age. Infants. Early signs of hydrocephalus in infants include: bulging fontanel, which is the soft spot on the surface of the skull","Signs & Symptoms. Infants with the complete form of atrioventricular septal defect usually develop a limited ability to circulate blood to the lungs and the rest of the body resulting in fluid buildup in the heart, lung and various body tissues (congestive heart failure)."
boolq_MSMARCO_395,MSMARCO,395,q1,What methods compute transaction values but not revenue from sales or grant amounts from equity?,What methods compute transaction values but not revenue from sales or grant amounts from equity?,,not,6029083,6488009,Cannot answer.,Cannot answer,146,147,"As an example, if you bought 10 shares of ABC at $100 a share, you would multiply 10 by $100 to get a $1,000 initial value. If stocks DEF and GHI had total initial values of $2,000 and $1,500, respectively, add $1,000 plus $2,000 plus $1,500 to calculate a total portfolio value of $4,500.s an example, if you bought 10 shares of ABC at $100 a share, you would multiply 10 by $100 to get a $1,000 initial value. If stocks DEF and GHI had total initial values of $2,000 and $1,500, respectively, add $1,000 plus $2,000 plus $1,500 to calculate a total portfolio value of $4,500.","Step 1. Multiply the sales price by the expected sales volume to find the expected revenue. For example, if your company expected to sell 50,000 hula hoops for $5 each, your expected revenue equals $250,000. Step 2. Multiply the sales price by the actual sales volume to find the actual revenue. In this example, if your company ended ended up selling 60,000 hula hoops, multiply 60,000 by $5 to find your actual revenue equals $300,000.",doc1,doc2,"As an example, if you bought 10 shares of ABC at $100 a share, you would multiply 10 by $100 to get a $1,000 initial value. If stocks DEF and GHI had total initial values of $2,000 and $1,500, respectively, add $1,000 plus $2,000 plus $1,500 to calculate a total portfolio value of $4,500.s an example, if you bought 10 shares of ABC at $100 a share, you would multiply 10 by $100 to get a $1,000 initial value. If stocks DEF and GHI had total initial values of $2,000 and $1,500, respectively, add $1,000 plus $2,000 plus $1,500 to calculate a total portfolio value of $4,500.","Step 1. Multiply the sales price by the expected sales volume to find the expected revenue. For example, if your company expected to sell 50,000 hula hoops for $5 each, your expected revenue equals $250,000. Step 2. Multiply the sales price by the actual sales volume to find the actual revenue. In this example, if your company ended ended up selling 60,000 hula hoops, multiply 60,000 by $5 to find your actual revenue equals $300,000."
boolq_MSMARCO_398,MSMARCO,398,q1,Can antiporters transport ions or molecules excluding mechanisms moving substances against their gradient without ATP?,Can antiporters transport ions or molecules excluding mechanisms moving substances against their gradient without ATP?,,not,3584624,4299616,"Yes, antiporters can transport ions or molecules without moving substances against their gradient without ATP, by using the cotransport mechanism.",Cannot answer,148,149,"Antiporters use the mechanism of cotransport (coupling the movement of one ion or molecule down its concentration gradient with the transport of another ion or molecule up its concentration gradient), to move the ions and molecule in opposite directions.",When a substance is carried up its concentration gradient without ATP catabolism. Kinetic energy of movement of one substance down its concentration gradient powers the simultaneous transport of another up its concentration gradient. It rides on the 'coat-tails' of primary active transport and do not themselves require ATP.,doc1,doc2,"Antiporters use the mechanism of cotransport (coupling the movement of one ion or molecule down its concentration gradient with the transport of another ion or molecule up its concentration gradient), to move the ions and molecule in opposite directions.",When a substance is carried up its concentration gradient without ATP catabolism. Kinetic energy of movement of one substance down its concentration gradient powers the simultaneous transport of another up its concentration gradient. It rides on the 'coat-tails' of primary active transport and do not themselves require ATP.
boolq_MSMARCO_403,MSMARCO,403,q1,"What are the payment options for annuities excluding monthly payments, life-long income streams, or higher returns compared to individual investments?","What are the payment options for annuities excluding monthly payments, life-long income streams, or higher returns compared to individual investments?",,not,8427448,5689388,"Annuities can be structured to pay out funds for a fixed amount of time, such as 20 years.",Cannot answer,150,151,"Annuities can be created so that, upon annuitization, payments will continue so long as either the annuitant or their spouse (if survivorship benefit is elected) is alive. Alternatively, annuities can be structured to pay out funds for a fixed amount of time, such as 20 years, regardless of how long the annuitant lives.","The marketing phrase that insurers like to use about annuities is that they produce an income stream you can't outlive. And that can be true. Also, by being in a pool of other annuity customers, insurers can offer returns to annuity holders that may be higher than they could get on their own.",doc1,doc2,"Annuities can be created so that, upon annuitization, payments will continue so long as either the annuitant or their spouse (if survivorship benefit is elected) is alive. Alternatively, annuities can be structured to pay out funds for a fixed amount of time, such as 20 years, regardless of how long the annuitant lives.","The marketing phrase that insurers like to use about annuities is that they produce an income stream you can't outlive. And that can be true. Also, by being in a pool of other annuity customers, insurers can offer returns to annuity holders that may be higher than they could get on their own."
boolq_MSMARCO_410,MSMARCO,410,q1,Which problems might occur with the vent oil separator hose excluding information about MillHouse Manufacturing's vacuum relief valve?,Which problems might occur with the vent oil separator hose excluding information about MillHouse Manufacturing's vacuum relief valve?,,not,7217294,6878428,"Clogging, particularly during cold weather, might occur with the vent oil separator hose.",Cannot answer,152,153,"The vent oil separator hose is susceptible to clogging, particularly during cold weather. The vent oil separator hose is part of the crankcase ventilation system. If youâre experiencing related problems, have the entire system diagnosed.","The reason we designed and patented our drain plug was because there has been a serious problem with these coolers. The coolers vacuum seal so tight, the lid is almost impossible to open; our drain plug has a vacuum relief valve installed to reduce the pressure when the plug is pressed. MillHouse Manufacturing realized there would be a market for the plugs when these higher end coolers became more popular.",doc1,doc2,"The vent oil separator hose is susceptible to clogging, particularly during cold weather. The vent oil separator hose is part of the crankcase ventilation system. If youâre experiencing related problems, have the entire system diagnosed.","The reason we designed and patented our drain plug was because there has been a serious problem with these coolers. The coolers vacuum seal so tight, the lid is almost impossible to open; our drain plug has a vacuum relief valve installed to reduce the pressure when the plug is pressed. MillHouse Manufacturing realized there would be a market for the plugs when these higher end coolers became more popular."
boolq_MSMARCO_413,MSMARCO,413,q1,"What are some common causes of leg pain and swelling related to sports and injuries, excluding rheumatoid arthritis and non-injury-related causes?","What are some common causes of leg pain and swelling related to sports and injuries, excluding rheumatoid arthritis and non-injury-related causes?",,not,481138,1704416,Cannot answer.,Cannot answer,154,155,"In running this would occur when the foot of that leg is in the air, powering toward the next foot strike. Shortness of this muscle would lead to an improper foot plant and excess pronation. Injury occurs in two ways: Any acute sprain/strain to the knee will involve the popliteus muscle.","Leg swelling can also be caused by inflammation in leg tissues. Inflammation may be a normal response to injury or disease, or it may be due to rheumatoid arthritis or another inflammatory disorder. You will usually feel some pain with inflammation.",doc1,doc2,"In running this would occur when the foot of that leg is in the air, powering toward the next foot strike. Shortness of this muscle would lead to an improper foot plant and excess pronation. Injury occurs in two ways: Any acute sprain/strain to the knee will involve the popliteus muscle.","Leg swelling can also be caused by inflammation in leg tissues. Inflammation may be a normal response to injury or disease, or it may be due to rheumatoid arthritis or another inflammatory disorder. You will usually feel some pain with inflammation."
boolq_MSMARCO_423,MSMARCO,423,q1,"What are the advantages of joining a supper club or Cafe Zupas team, excluding any special training offered to new enthusiastic hires?","What are the advantages of joining a supper club or Cafe Zupas team, excluding any special training offered to new enthusiastic hires?",,not,2145978,5406225,Cannot answer.,Cannot answer,156,157,Here is another great party appetizer. I really like to make appetizers that are easy to grab and eat with one hand. Most times guests are holding their plate with one hand and either sitting in a chair or standing and chatting at a party. Lets make it easy for our guests to enjoy the treats.,"Posted at 17:58h in by user. It takes exceptional people to create the Cafe Zupas experience for our guests. Join our team and take advantage of a unique opportunity to grow with us. You bring enthusiasm, we'll provide top-notch training and together we'll build something special.",doc1,doc2,Here is another great party appetizer. I really like to make appetizers that are easy to grab and eat with one hand. Most times guests are holding their plate with one hand and either sitting in a chair or standing and chatting at a party. Lets make it easy for our guests to enjoy the treats.,"Posted at 17:58h in by user. It takes exceptional people to create the Cafe Zupas experience for our guests. Join our team and take advantage of a unique opportunity to grow with us. You bring enthusiasm, we'll provide top-notch training and together we'll build something special."
boolq_MSMARCO_429,MSMARCO,429,q1,"Who founded the city of Alexandria and when was it established, excluding any information about the original location of ancient Tyre or the trade hub after Macedon's fall in 168 BC?","Who founded the city of Alexandria and when was it established, excluding any information about the original location of ancient Tyre or the trade hub after Macedon's fall in 168 BC?",,not,7199110,3200551,Alexandria was founded by Alexander the Great around 331 BC.,Cannot answer,158,159,"Alexandria is an important industrial center because of its natural gas and oil pipelines from Suez. Alexandria is also an important tourist destination. Alexandria was founded around a small, ancient Egyptian town c. 331 BC by Alexander the Great.","Although there is a city called Tyre in Lebanon today, itâs not the same one. Alexander removed every trace of the ancient cityâs ruins to build his causeway, so Tyreâs original location is still a matter of debate.. Yes. Tyre was built partly on the coast of Phoenicia (Lebanon) and partly on an off shore island. In the 7th Century BC Nebuchadnezzar spent 13 years in an unsuccessful siege against the city.",doc1,doc2,"Alexandria is an important industrial center because of its natural gas and oil pipelines from Suez. Alexandria is also an important tourist destination. Alexandria was founded around a small, ancient Egyptian town c. 331 BC by Alexander the Great.","Although there is a city called Tyre in Lebanon today, itâs not the same one. Alexander removed every trace of the ancient cityâs ruins to build his causeway, so Tyreâs original location is still a matter of debate.. Yes. Tyre was built partly on the coast of Phoenicia (Lebanon) and partly on an off shore island. In the 7th Century BC Nebuchadnezzar spent 13 years in an unsuccessful siege against the city."
boolq_MSMARCO_435,MSMARCO,435,q1,"Does a CT scan show lymph nodes under 1cm and cancer spread, excluding liver or nearby organs detection?","Does a CT scan show lymph nodes under 1cm and cancer spread, excluding liver or nearby organs detection?",,not,6866526,1927121,"A CT scan can show lymph nodes under 1cm. However, there is no information on detecting cancer spread, excluding the liver or nearby organs.",Cannot answer,160,161,Dr. David: and the subcarinal area is the area below the carina. and the subcarinal area is the area below the carina. Dr. David: so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size.so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size. Dr. David: it does not mean you have cancer.r. David: so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size. so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size.,CT scans show the adrenal glands fairly clearly and often can confirm the location of the cancer. It can also help show if the cancer has spread into your liver or other nearby organs. CT scans can also show lymph nodes and distant organs where metastatic cancer might be present.,doc1,doc2,Dr. David: and the subcarinal area is the area below the carina. and the subcarinal area is the area below the carina. Dr. David: so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size.so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size. Dr. David: it does not mean you have cancer.r. David: so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size. so it is completely normal to see lymph nodes in these regions on CT scan where the lymph nodes are less than 1cm in size.,CT scans show the adrenal glands fairly clearly and often can confirm the location of the cancer. It can also help show if the cancer has spread into your liver or other nearby organs. CT scans can also show lymph nodes and distant organs where metastatic cancer might be present.
boolq_MSMARCO_438,MSMARCO,438,q1,What distinguishes felonies from misdemeanors excluding penalties for gross or aggravated misdemeanors?,What distinguishes felonies from misdemeanors excluding penalties for gross or aggravated misdemeanors?,,not,8615050,3563012,"Felonies are distinguished from misdemeanors by the length of prison time they're punishable by, with felonies being more than one year in prison or any length of time in some states.",Cannot answer,162,163,A felony is considered a serious crime. Most states and the federal government classify a crime thatâs punishable by more than one year in prison as a felony. Some states consider a felony as any crime thatâs punishable by any length of time in prison. A felony thatâs punishable by death is considered a capital crime.,"However, certain misdemeanor offenses specify a harsher penalty. There are sometimes called gross misdemeanors or aggravated misdemeanors.. When this is the case, the county jail sentence may increase to a maximum of one year and the fine may also increase.",doc1,doc2,A felony is considered a serious crime. Most states and the federal government classify a crime thatâs punishable by more than one year in prison as a felony. Some states consider a felony as any crime thatâs punishable by any length of time in prison. A felony thatâs punishable by death is considered a capital crime.,"However, certain misdemeanor offenses specify a harsher penalty. There are sometimes called gross misdemeanors or aggravated misdemeanors.. When this is the case, the county jail sentence may increase to a maximum of one year and the fine may also increase."
boolq_MSMARCO_452,MSMARCO,452,q1,"Where can I find Atlantic brief squid or describe ray-finned fishes' fins, excluding Lolliguncula brevis locations?","Where can I find Atlantic brief squid or describe ray-finned fishes' fins, excluding Lolliguncula brevis locations?",,not,3820036,4811244,"Ray-finned fishes' fins are webs of skin supported by bony or horny spines, known as rays.",Cannot answer,164,165,"The Actinopterygii or ray-finned fishes are so called because their fins are webs of skin supported by bony or horny spines (the rays), as opposed to the fleshy, lobed fins that characterize the class Sarcopterygii (lobe-finned fish).","Lolliguncula brevis, or the Atlantic brief squid, is a small species of squid in the Loliginidae family. It is found in shallow parts of the western Atlantic Ocean.",doc1,doc2,"The Actinopterygii or ray-finned fishes are so called because their fins are webs of skin supported by bony or horny spines (the rays), as opposed to the fleshy, lobed fins that characterize the class Sarcopterygii (lobe-finned fish).","Lolliguncula brevis, or the Atlantic brief squid, is a small species of squid in the Loliginidae family. It is found in shallow parts of the western Atlantic Ocean."
boolq_MSMARCO_455,MSMARCO,455,q1,What Eclipse IDE is suitable for Android development but doesn't involve setting up a Tomcat server?,What Eclipse IDE is suitable for Android development but doesn't involve setting up a Tomcat server?,,not,264476,435276,Eclipse IDE packed with ADT plugin is suitable for Android development and does not involve setting up a Tomcat server.,Cannot answer,166,167,Even though comfortable you are with using Netbeans I would recommend you to use Eclipse IDE especially for Android development. 1  Eclipse IDE packed with ADT plugin is very easy to install. 2  Google officially supports and recommends the Eclipse IDE. 3  Eclipse has a plethora of plugins and packages to install from for Android unlike Netbeans. You can still go ahead and use Netbeans by using NBAndroid plugin.,"This is a study note on setting up Eclipse IDE for Java development. In this study note, we created a simple dynamic web project and run it in Eclipse with a Tomcat server. This study note is based on a windows computer, but the general concept is the same as in any other platforms, such as Linux.",doc1,doc2,Even though comfortable you are with using Netbeans I would recommend you to use Eclipse IDE especially for Android development. 1  Eclipse IDE packed with ADT plugin is very easy to install. 2  Google officially supports and recommends the Eclipse IDE. 3  Eclipse has a plethora of plugins and packages to install from for Android unlike Netbeans. You can still go ahead and use Netbeans by using NBAndroid plugin.,"This is a study note on setting up Eclipse IDE for Java development. In this study note, we created a simple dynamic web project and run it in Eclipse with a Tomcat server. This study note is based on a windows computer, but the general concept is the same as in any other platforms, such as Linux."
