id,query_column,query,q1,q2,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
152-2,q1,"How long did ""Jim, a Romance of Cockayne"" continue before closing for unspecified reasons?","How long did ""Jim, a Romance of Cockayne"" continue before closing for unspecified reasons?","How long did ""Jim, a Romance of Cockayne"" continue before closing for specified reasons?","In the years Chaplin was touring with the Eight Lancashire Lads, his mother ensured that he still attended school but, by age 13, he had abandoned education. He supported himself with a range of jobs, while nursing his ambition to become an actor. At 14, shortly after his mother's relapse, he registered with a theatrical agency in London's West End. The manager sensed potential in Chaplin, who was promptly given his first role as a newsboy in Harry Arthur Saintsbury's ""Jim, a Romance of Cockayne"". It opened in July 1903, but the show was unsuccessful and closed after two weeks. Chaplin's comic performance, however, was singled out for praise in many of the reviews.","In the years Chaplin was touring with the Eight Lancashire Lads, his mother ensured that he still attended school but, by age 13, he had abandoned education. He supported himself with a range of jobs, while nursing his ambition to become an actor. At 14, shortly after his mother's relapse, he registered with a theatrical agency in London's West End. The manager sensed potential in Chaplin, who was promptly given his first role as a newsboy in Harry Arthur Saintsbury's ""Jim, a Romance of Cockayne"". It opened in July 1903, but attempts by promotors to keep it running longer were unsuccessful, and the show closed after the two-week run that the producers had explicitly allowed. Chaplin's comic performance, in particular, was singled out for praise in many of the reviews.",doc1,doc2,"In the years Chaplin was touring with the Eight Lancashire Lads, his mother ensured that he still attended school but, by age 13, he had abandoned education. He supported himself with a range of jobs, while nursing his ambition to become an actor. At 14, shortly after his mother's relapse, he registered with a theatrical agency in London's West End. The manager sensed potential in Chaplin, who was promptly given his first role as a newsboy in Harry Arthur Saintsbury's ""Jim, a Romance of Cockayne"". It opened in July 1903, but the show was unsuccessful and closed after two weeks. Chaplin's comic performance, however, was singled out for praise in many of the reviews.","In the years Chaplin was touring with the Eight Lancashire Lads, his mother ensured that he still attended school but, by age 13, he had abandoned education. He supported himself with a range of jobs, while nursing his ambition to become an actor. At 14, shortly after his mother's relapse, he registered with a theatrical agency in London's West End. The manager sensed potential in Chaplin, who was promptly given his first role as a newsboy in Harry Arthur Saintsbury's ""Jim, a Romance of Cockayne"". It opened in July 1903, but attempts by promotors to keep it running longer were unsuccessful, and the show closed after the two-week run that the producers had explicitly allowed. Chaplin's comic performance, in particular, was singled out for praise in many of the reviews."
421-3,q1,What country was Van Buren reluctant to engage with conflict with?,What country was Van Buren reluctant to engage with conflict with?,What country was Van Buren unreluctant to engage with conflict with?,"Van Buren was unwilling to go to war over the disputed territory, though he assured Maine that he would respond to any attacks by the British. To settle the crisis, Van Buren met with the British minister to the United States, and Van Buren and the minister agreed to resolve the border issue diplomatically. Van Buren also sent General Scott to the northern border area, both to show military resolve, and more importantly, to lower the tensions. Scott successfully convinced all sides to submit the border issue to arbitration. The border dispute was put to rest a few years later, with the signing of the 1842 Webster–Ashburton Treaty.","While Van Buren was willing to go to war over the disputed territory, he assured Maine and the states that he would only respond proportionately to any attacked by the British. To settle the crisis, Van Buren met with the British minister to the United States, and Van Buren and the minister agreed to resolve the border issue diplomatically. Van Buren also sent General Scott to the northern border area, both to show military resolve, and more importantly, to lower the tensions. Scott successfully convinced all sides to submit the border issue to arbitration. The border dispute was put to rest a few years later, with the signing of the 1842 Webster–Ashburton Treaty.",doc1,doc2,"Van Buren was unwilling to go to war over the disputed territory, though he assured Maine that he would respond to any attacks by the British. To settle the crisis, Van Buren met with the British minister to the United States, and Van Buren and the minister agreed to resolve the border issue diplomatically. Van Buren also sent General Scott to the northern border area, both to show military resolve, and more importantly, to lower the tensions. Scott successfully convinced all sides to submit the border issue to arbitration. The border dispute was put to rest a few years later, with the signing of the 1842 Webster–Ashburton Treaty.","While Van Buren was willing to go to war over the disputed territory, he assured Maine and the states that he would only respond proportionately to any attacked by the British. To settle the crisis, Van Buren met with the British minister to the United States, and Van Buren and the minister agreed to resolve the border issue diplomatically. Van Buren also sent General Scott to the northern border area, both to show military resolve, and more importantly, to lower the tensions. Scott successfully convinced all sides to submit the border issue to arbitration. The border dispute was put to rest a few years later, with the signing of the 1842 Webster–Ashburton Treaty."
225-2,q1,Which country was Zapf touring for the first time when he got the inspiration for the Palatino Imperial font?,Which country was Zapf touring for the first time when he got the inspiration for the Palatino Imperial font?,"Which country, was Zapf not touring for the first time, when he got the inspiration for the Palatino Imperial font?","A slightly bolder set of titling capitals than Michaelangelo on the same basic structure. It was originally named 'Aurelia Titling' after the Roman road named Via Aurelia; Zapf would later use the name for another separate font. The Palatino nova version (see below) is renamed ""Palatino Imperial"" and has small capitals as a lower case. It was created following an artistically productive 1950 visit to Italy, which Zapf had been unable to visit before. Zapf was very interested in the quality of Italian art and lettering, and his sketches of stonecarving in Florence also inspired the humanist sans-serif Optima.","A slightly bolder set of titling capitals than Michaelangelo on the same basic structure. It was originally named 'Aurelia Titling' after the Roman road named Via Aurelia; Zapf would later use the name for another separate font. The Palatino nova version (see below) is renamed ""Palatino Imperial"" and has small capitals as a lower case. It was unable to be created despite an artistically productive 1950 visit to Italy, which Zapf had visited before. Zapf was very interested in the quality of Italian art and lettering, and his sketches of stonecarving in Florence also inspired the humanist sans-serif Optima.",doc1,doc2,"A slightly bolder set of titling capitals than Michaelangelo on the same basic structure. It was originally named 'Aurelia Titling' after the Roman road named Via Aurelia; Zapf would later use the name for another separate font. The Palatino nova version (see below) is renamed ""Palatino Imperial"" and has small capitals as a lower case. It was created following an artistically productive 1950 visit to Italy, which Zapf had been unable to visit before. Zapf was very interested in the quality of Italian art and lettering, and his sketches of stonecarving in Florence also inspired the humanist sans-serif Optima.","A slightly bolder set of titling capitals than Michaelangelo on the same basic structure. It was originally named 'Aurelia Titling' after the Roman road named Via Aurelia; Zapf would later use the name for another separate font. The Palatino nova version (see below) is renamed ""Palatino Imperial"" and has small capitals as a lower case. It was unable to be created despite an artistically productive 1950 visit to Italy, which Zapf had visited before. Zapf was very interested in the quality of Italian art and lettering, and his sketches of stonecarving in Florence also inspired the humanist sans-serif Optima."
339-3,q1,What supply shortage was Rommel alone responsible for?,What supply shortage was Rommel alone responsible for?,What supply shortage was Rommel and others responsible for?,"On 4 April, Rommel was advised by his supply officers that fuel was running short, which could result in a delay of up to four days. The problem was Rommel's fault, as he had not advised his supply officers of his intentions, and no fuel dumps had been set up. Rommel ordered the 5th Light Division to unload all of their lorries and to return to El Agheila to collect fuel and ammunition. Driving through the night, they were able to reduce the halt to a single day. Fuel supply was problematic throughout the campaign, as no petrol was available locally; it had to be brought from Europe by tanker and then carried by road to where it was needed. Food and fresh water were also in short supply, and it was difficult to move tanks and other equipment off-road through the sand. Cyrenaica was captured by 8 April, except for the port city of Tobruk, which was besieged on 11 April.","On 4 April, Rommel was advised by his supply officers that fuel was running short, which could result in a delay of up to four days. The problem was both Rommel's and his officers' fault, as he had advised his supply officers of his intentions, but still no fuel dumps had been set up. Rommel ordered the 5th Light Division to unload all of their lorries and to return to El Agheila to collect fuel and ammunition. Driving through the night, they were able to reduce the halt to a single day. Fuel supply was problematic throughout the campaign, as no petrol was available locally; it had to be brought from Europe by tanker and then carried by road to where it was needed. Food and fresh water were also in short supply, and it was difficult to move tanks and other equipment off-road through the sand. Cyrenaica was captured by 8 April, except for the port city of Tobruk, which was besieged on 11 April.",doc1,doc2,"On 4 April, Rommel was advised by his supply officers that fuel was running short, which could result in a delay of up to four days. The problem was Rommel's fault, as he had not advised his supply officers of his intentions, and no fuel dumps had been set up. Rommel ordered the 5th Light Division to unload all of their lorries and to return to El Agheila to collect fuel and ammunition. Driving through the night, they were able to reduce the halt to a single day. Fuel supply was problematic throughout the campaign, as no petrol was available locally; it had to be brought from Europe by tanker and then carried by road to where it was needed. Food and fresh water were also in short supply, and it was difficult to move tanks and other equipment off-road through the sand. Cyrenaica was captured by 8 April, except for the port city of Tobruk, which was besieged on 11 April.","On 4 April, Rommel was advised by his supply officers that fuel was running short, which could result in a delay of up to four days. The problem was both Rommel's and his officers' fault, as he had advised his supply officers of his intentions, but still no fuel dumps had been set up. Rommel ordered the 5th Light Division to unload all of their lorries and to return to El Agheila to collect fuel and ammunition. Driving through the night, they were able to reduce the halt to a single day. Fuel supply was problematic throughout the campaign, as no petrol was available locally; it had to be brought from Europe by tanker and then carried by road to where it was needed. Food and fresh water were also in short supply, and it was difficult to move tanks and other equipment off-road through the sand. Cyrenaica was captured by 8 April, except for the port city of Tobruk, which was besieged on 11 April."
369-3,q1,What type of material could be obtained from forbidden non-governmental sources?,What type of material could be obtained from forbidden non-governmental sources?,What type of material could be obtained from unforbidden non-governmental sources?,"According to Fawkes, 20 barrels of gunpowder were brought in at first, followed by 16 more on 20 July. The supply of gunpowder was theoretically controlled by the government, but it was easily obtained from illicit sources. On 28 July, the ever-present threat of the plague again delayed the opening of Parliament, this time until Tuesday 5 November. Fawkes left the country for a short time. The King, meanwhile, spent much of the summer away from the city, hunting. He stayed wherever was convenient, including on occasion at the houses of prominent Catholics. Garnet, convinced that the threat of an uprising had receded, travelled the country on a pilgrimage.","According to Fawkes, 20 barrels of gunpowder were brought in at first, followed by 16 more on 20 July. The supply of gunpowder was theoretically controlled by the government, but it was easily obtained from licit sources. On 28 July, the ever-present threat of the plague again delayed the opening of Parliament, this time until Tuesday 5 November. Fawkes left the country for a short time. The King, meanwhile, spent much of the summer away from the city, hunting. He stayed wherever was convenient, including on occasion at the houses of prominent Catholics. Garnet, convinced that the threat of an uprising had receded, travelled the country on a pilgrimage.",doc1,doc2,"According to Fawkes, 20 barrels of gunpowder were brought in at first, followed by 16 more on 20 July. The supply of gunpowder was theoretically controlled by the government, but it was easily obtained from illicit sources. On 28 July, the ever-present threat of the plague again delayed the opening of Parliament, this time until Tuesday 5 November. Fawkes left the country for a short time. The King, meanwhile, spent much of the summer away from the city, hunting. He stayed wherever was convenient, including on occasion at the houses of prominent Catholics. Garnet, convinced that the threat of an uprising had receded, travelled the country on a pilgrimage.","According to Fawkes, 20 barrels of gunpowder were brought in at first, followed by 16 more on 20 July. The supply of gunpowder was theoretically controlled by the government, but it was easily obtained from licit sources. On 28 July, the ever-present threat of the plague again delayed the opening of Parliament, this time until Tuesday 5 November. Fawkes left the country for a short time. The King, meanwhile, spent much of the summer away from the city, hunting. He stayed wherever was convenient, including on occasion at the houses of prominent Catholics. Garnet, convinced that the threat of an uprising had receded, travelled the country on a pilgrimage."
575-2,q1,What pressing matter caught the attention of scientists who were free from assigned work?,What pressing matter caught the attention of scientists who were free from assigned work?,What pressing matter caught the attention of scientists who were occupied with assigned work?,"After the Uranverein project was placed under the leadership of the Reichs Research Council, it focused on nuclear power production and thus maintained its ""kriegswichtig"" (importance for the war) status; funding therefore continued from the military. The nuclear power project was broken down into the following main areas: uranium and heavy water production, uranium isotope separation and the ""Uranmaschine"" (uranium machine, i.e., nuclear reactor). The project was then essentially split up between a number of institutes, where the directors dominated the research and set their own research agendas. The point in 1942, when the army relinquished its control of the German nuclear weapons program, was the zenith of the project relative to the number of personnel. About 70 scientists worked for the program, with about 40 devoting more than half their time to nuclear fission research. After 1942, the number of scientists working on applied nuclear fission diminished dramatically. Many of the scientists not working with the main institutes stopped working on nuclear fission and devoted their efforts to more pressing war-related work.","After the Uranverein project was placed under the leadership of the Reichs Research Council, it focused on nuclear power production and thus maintained its ""kriegswichtig"" (importance for the war) status; funding therefore continued from the military. The nuclear power project was broken down into the following main areas: uranium and heavy water production, uranium isotope separation and the ""Uranmaschine"" (uranium machine, i.e., nuclear reactor). The project was then essentially split up between a number of institutes, where the directors dominated the research and set their own research agendas. The point in 1942, when the army relinquished its control of the German nuclear weapons program, was the zenith of the project relative to the number of personnel. About 70 scientists worked for the program, with about 40 devoting more than half their time to nuclear fission research. After 1942, the number of scientists working on applied nuclear fission diminished dramatically. Many of the scientists working with the main institutes stopped working on nuclear fission and devoted their efforts to more pressing war-related work, but many of the scientists at the smaller institutions did not give up on the goal of nuclear power.",doc1,doc2,"After the Uranverein project was placed under the leadership of the Reichs Research Council, it focused on nuclear power production and thus maintained its ""kriegswichtig"" (importance for the war) status; funding therefore continued from the military. The nuclear power project was broken down into the following main areas: uranium and heavy water production, uranium isotope separation and the ""Uranmaschine"" (uranium machine, i.e., nuclear reactor). The project was then essentially split up between a number of institutes, where the directors dominated the research and set their own research agendas. The point in 1942, when the army relinquished its control of the German nuclear weapons program, was the zenith of the project relative to the number of personnel. About 70 scientists worked for the program, with about 40 devoting more than half their time to nuclear fission research. After 1942, the number of scientists working on applied nuclear fission diminished dramatically. Many of the scientists not working with the main institutes stopped working on nuclear fission and devoted their efforts to more pressing war-related work.","After the Uranverein project was placed under the leadership of the Reichs Research Council, it focused on nuclear power production and thus maintained its ""kriegswichtig"" (importance for the war) status; funding therefore continued from the military. The nuclear power project was broken down into the following main areas: uranium and heavy water production, uranium isotope separation and the ""Uranmaschine"" (uranium machine, i.e., nuclear reactor). The project was then essentially split up between a number of institutes, where the directors dominated the research and set their own research agendas. The point in 1942, when the army relinquished its control of the German nuclear weapons program, was the zenith of the project relative to the number of personnel. About 70 scientists worked for the program, with about 40 devoting more than half their time to nuclear fission research. After 1942, the number of scientists working on applied nuclear fission diminished dramatically. Many of the scientists working with the main institutes stopped working on nuclear fission and devoted their efforts to more pressing war-related work, but many of the scientists at the smaller institutions did not give up on the goal of nuclear power."
303-3,q1,"What weekday was exempt from showing ""Emmerdale.""","What weekday was exempt from showing ""Emmerdale.""","What weekday was not exempt from showing ""Emmerdale.""","Since the launch of ITV, there have been concerns from politicians and the press that ITV faced a conflict concerning programme audiences and advertisers. As advertisers are reluctant to buy advertising space around low viewing programmes, there is a pressure on ITV to broadcast more popular programmes in peak times. This has become more profound in recent years following a relaxation in regulation and significantly more competition in the advertising market following the huge increase in commercial channels. In recent years, programmes have started to dominate from the reality television genre including the celebrity and talent show subgenres. This has led to accusations of ITV 'dumbing down' their programmes and appealing to the 'lowest common denominator', accusations that are at odds with the network's status as a public service broadcaster. ITV was/is also heavily criticised for scaling back its regional programmes, including regional news, also ITV has been criticised (since 2010) for showing ""Emmerdale"" and ""Coronation Street"" at the 8:30 weekday slot (except Tuesdays).","Since the launch of ITV, there have been concerns from politicians and the press that ITV faced a conflict concerning programme audiences and advertisers. As advertisers are reluctant to buy advertising space around low viewing programmes, there is a pressure on ITV to broadcast more popular programmes in peak times. This has become more profound in recent years following a relaxation in regulation and significantly more competition in the advertising market following the huge increase in commercial channels. In recent years, programmes have started to dominate from the reality television genre including the celebrity and talent show subgenres. This has led to accusations of ITV 'dumbing down' their programmes and appealing to the 'lowest common denominator', accusations that are at odds with the network's status as a public service broadcaster. ITV was/is also heavily criticised for scaling back its regional programmes, including regional news, also ITV has been criticised (since 2010) for showing ""Emmerdale"" and ""Coronation Street"" at the 8:30 weekday slot ( even Tuesdays).",doc1,doc2,"Since the launch of ITV, there have been concerns from politicians and the press that ITV faced a conflict concerning programme audiences and advertisers. As advertisers are reluctant to buy advertising space around low viewing programmes, there is a pressure on ITV to broadcast more popular programmes in peak times. This has become more profound in recent years following a relaxation in regulation and significantly more competition in the advertising market following the huge increase in commercial channels. In recent years, programmes have started to dominate from the reality television genre including the celebrity and talent show subgenres. This has led to accusations of ITV 'dumbing down' their programmes and appealing to the 'lowest common denominator', accusations that are at odds with the network's status as a public service broadcaster. ITV was/is also heavily criticised for scaling back its regional programmes, including regional news, also ITV has been criticised (since 2010) for showing ""Emmerdale"" and ""Coronation Street"" at the 8:30 weekday slot (except Tuesdays).","Since the launch of ITV, there have been concerns from politicians and the press that ITV faced a conflict concerning programme audiences and advertisers. As advertisers are reluctant to buy advertising space around low viewing programmes, there is a pressure on ITV to broadcast more popular programmes in peak times. This has become more profound in recent years following a relaxation in regulation and significantly more competition in the advertising market following the huge increase in commercial channels. In recent years, programmes have started to dominate from the reality television genre including the celebrity and talent show subgenres. This has led to accusations of ITV 'dumbing down' their programmes and appealing to the 'lowest common denominator', accusations that are at odds with the network's status as a public service broadcaster. ITV was/is also heavily criticised for scaling back its regional programmes, including regional news, also ITV has been criticised (since 2010) for showing ""Emmerdale"" and ""Coronation Street"" at the 8:30 weekday slot ( even Tuesdays)."
27-3,q1,Which island was not returned to the Americans and is still under contested ownership?,Which island was not returned to the Americans and is still under contested ownership?,Which island was returned to the Americans and is still under contested ownership?,"The British occupied the town of Castine and most of eastern Maine for the rest of the war, governing it under martial law and re-establishing the colony of New Ireland. The Treaty of Ghent returned this territory to the United States. When the British left in April 1815, they took £10,750 in tariff duties from Castine. This money, called the ""Castine Fund"", was used to establish Dalhousie University in Halifax. Decisions about the islands in Passamaquoddy Bay were decided by joint commission in 1817. However, Machias Seal Island had been seized by the British as part of the occupation and was unaddressed by the commission. While kept by Britain/Canada, it remains in dispute to this day.","The British occupied the town of Castine and most of eastern Maine for the rest of the war, governing it under martial law and re-establishing the colony of New Ireland. The Treaty of Ghent returned this territory to the United States. When the British left in April 1815, they took £10,750 in tariff duties from Castine. This money, called the ""Castine Fund"", was used to establish Dalhousie University in Halifax. Decisions about the islands in Passamaquoddy Bay were decided by joint commission in 1817. However, Machias Seal Island was ruled to have been seized illegally by the British after the end of hostilities, and it was returned to the United States without further discussion. While kept by the US, it remains a point of contention for a few British idealists.",doc1,doc2,"The British occupied the town of Castine and most of eastern Maine for the rest of the war, governing it under martial law and re-establishing the colony of New Ireland. The Treaty of Ghent returned this territory to the United States. When the British left in April 1815, they took £10,750 in tariff duties from Castine. This money, called the ""Castine Fund"", was used to establish Dalhousie University in Halifax. Decisions about the islands in Passamaquoddy Bay were decided by joint commission in 1817. However, Machias Seal Island had been seized by the British as part of the occupation and was unaddressed by the commission. While kept by Britain/Canada, it remains in dispute to this day.","The British occupied the town of Castine and most of eastern Maine for the rest of the war, governing it under martial law and re-establishing the colony of New Ireland. The Treaty of Ghent returned this territory to the United States. When the British left in April 1815, they took £10,750 in tariff duties from Castine. This money, called the ""Castine Fund"", was used to establish Dalhousie University in Halifax. Decisions about the islands in Passamaquoddy Bay were decided by joint commission in 1817. However, Machias Seal Island was ruled to have been seized illegally by the British after the end of hostilities, and it was returned to the United States without further discussion. While kept by the US, it remains a point of contention for a few British idealists."
21-3,q1,Which player was quite thin for a low-post specialist?,Which player was quite thin for a low-post specialist?,Which player was quite thick for a low-post specialist?,"On offense, Abdul-Jabbar was a dominant low-post threat. In contrast to other low-post specialists like Wilt Chamberlain, Artis Gilmore or Shaquille O'Neal, Abdul-Jabbar was a relatively slender player, standing tall but weighing only (though in his latter years the Lakers listed Abdul-Jabbar's weight as). However, he made up for his relative lack of bulk by showing textbook finesse, strength and was famous for his ambidextrous skyhook shot. It contributed to his high.559 field goal accuracy, making him the eighth-most accurate scorer of all time and a feared clutch shooter. Abdul-Jabbar was also quick enough to run the Showtime fast break led by Magic Johnson and was well-conditioned, standing on the hardwood an average 36.8 minutes. In contrast to other big men, Abdul-Jabbar also could reasonably hit his free throws, finishing with a career 72% average.","On offense, Abdul-Jabbar was a dominant low-post threat. In contrast to other low-post specialists like Wilt Chamberlain, Artis Gilmore or Shaquille O'Neal, Abdul-Jabbar was a relatively large player, standing tall and weighing an impressive (though in his latter years the Lakers listed Abdul-Jabbar's weight as). In addition to his significant bulk, he showed textbook finesse, strength and was famous for his ambidextrous skyhook shot. It contributed to his high.559 field goal accuracy, making him the eighth-most accurate scorer of all time and a feared clutch shooter. Abdul-Jabbar was also quick enough to run the Showtime fast break led by Magic Johnson and was well-conditioned, standing on the hardwood an average 36.8 minutes. In contrast to other big men, Abdul-Jabbar also could reasonably hit his free throws, finishing with a career 72% average.",doc1,doc2,"On offense, Abdul-Jabbar was a dominant low-post threat. In contrast to other low-post specialists like Wilt Chamberlain, Artis Gilmore or Shaquille O'Neal, Abdul-Jabbar was a relatively slender player, standing tall but weighing only (though in his latter years the Lakers listed Abdul-Jabbar's weight as). However, he made up for his relative lack of bulk by showing textbook finesse, strength and was famous for his ambidextrous skyhook shot. It contributed to his high.559 field goal accuracy, making him the eighth-most accurate scorer of all time and a feared clutch shooter. Abdul-Jabbar was also quick enough to run the Showtime fast break led by Magic Johnson and was well-conditioned, standing on the hardwood an average 36.8 minutes. In contrast to other big men, Abdul-Jabbar also could reasonably hit his free throws, finishing with a career 72% average.","On offense, Abdul-Jabbar was a dominant low-post threat. In contrast to other low-post specialists like Wilt Chamberlain, Artis Gilmore or Shaquille O'Neal, Abdul-Jabbar was a relatively large player, standing tall and weighing an impressive (though in his latter years the Lakers listed Abdul-Jabbar's weight as). In addition to his significant bulk, he showed textbook finesse, strength and was famous for his ambidextrous skyhook shot. It contributed to his high.559 field goal accuracy, making him the eighth-most accurate scorer of all time and a feared clutch shooter. Abdul-Jabbar was also quick enough to run the Showtime fast break led by Magic Johnson and was well-conditioned, standing on the hardwood an average 36.8 minutes. In contrast to other big men, Abdul-Jabbar also could reasonably hit his free throws, finishing with a career 72% average."
125-3,q1,What was the outcome of General Haig's belief that no breakthrough would come?,What was the outcome of General Haig's belief that no breakthrough would come?,What was the outcome of General Haig's belief that a breakthrough would come?,"The Verdun lesson learnt, the Allies' tactical aim became the achievement of air superiority and until September, German aircraft were swept from the skies over the Somme. The success of the Allied air offensive caused a reorganisation of the German air arm and both sides began using large formations of aircraft rather than relying on individual combat. After regrouping, the battle continued throughout July and August, with some success for the British despite the reinforcement of the German lines. By August, General Haig had concluded that a breakthrough was unlikely and instead, switched tactics to a series of small unit actions. The effect was to straighten out the front line, which was thought necessary in preparation for a massive artillery bombardment with a major push.","The Verdun lesson learnt, the Allies' tactical aim became the achievement of air superiority and until September, German aircraft were swept from the skies over the Somme. The success of the Allied air offensive caused a reorganisation of the German air arm and both sides began using large formations of aircraft rather than relying on individual combat. After regrouping, the battle continued throughout July and August, with some success for the British despite the reinforcement of the German lines. By August, General Haig had concluded that a breakthrough was likely and switched tactics to a series of small unit actions. The effect was to straighten out the front line, which was thought necessary in preparation for a massive artillery bombardment with a major push.",doc1,doc2,"The Verdun lesson learnt, the Allies' tactical aim became the achievement of air superiority and until September, German aircraft were swept from the skies over the Somme. The success of the Allied air offensive caused a reorganisation of the German air arm and both sides began using large formations of aircraft rather than relying on individual combat. After regrouping, the battle continued throughout July and August, with some success for the British despite the reinforcement of the German lines. By August, General Haig had concluded that a breakthrough was unlikely and instead, switched tactics to a series of small unit actions. The effect was to straighten out the front line, which was thought necessary in preparation for a massive artillery bombardment with a major push.","The Verdun lesson learnt, the Allies' tactical aim became the achievement of air superiority and until September, German aircraft were swept from the skies over the Somme. The success of the Allied air offensive caused a reorganisation of the German air arm and both sides began using large formations of aircraft rather than relying on individual combat. After regrouping, the battle continued throughout July and August, with some success for the British despite the reinforcement of the German lines. By August, General Haig had concluded that a breakthrough was likely and switched tactics to a series of small unit actions. The effect was to straighten out the front line, which was thought necessary in preparation for a massive artillery bombardment with a major push."
175-2,q1,Which hotel did the group Irgun attack with bombs?,Which hotel did the group Irgun attack with bombs?,Which hotel did the group Irgun try to attack with bombs?,"In 1946, after learning of the Irgun's bombing of the King David Hotel in Jerusalem, Wiesel made an unsuccessful attempt to join the underground Zionist movement. In 1948, he translated articles from Hebrew into Yiddish for Irgun periodicals, but never became a member of the organization. In 1949, he traveled to Israel as a correspondent for the French newspaper ""L'arche"". He then was hired as Paris correspondent for the Israeli newspaper ""Yedioth Ahronoth"", subsequently becoming its roaming international correspondent.","In 1946, after learning of the Irgun's unsuccessful attempted bombing of the King David Hotel in Jerusalem, Wiesel sought to join the underground Zionist movement. In 1948, he translated articles from Hebrew into Yiddish for Irgun periodicals. In 1949, he traveled to Israel as a correspondent for the French newspaper ""L'arche"". He then was hired as Paris correspondent for the Israeli newspaper ""Yedioth Ahronoth"", subsequently becoming its roaming international correspondent.",doc1,doc2,"In 1946, after learning of the Irgun's bombing of the King David Hotel in Jerusalem, Wiesel made an unsuccessful attempt to join the underground Zionist movement. In 1948, he translated articles from Hebrew into Yiddish for Irgun periodicals, but never became a member of the organization. In 1949, he traveled to Israel as a correspondent for the French newspaper ""L'arche"". He then was hired as Paris correspondent for the Israeli newspaper ""Yedioth Ahronoth"", subsequently becoming its roaming international correspondent.","In 1946, after learning of the Irgun's unsuccessful attempted bombing of the King David Hotel in Jerusalem, Wiesel sought to join the underground Zionist movement. In 1948, he translated articles from Hebrew into Yiddish for Irgun periodicals. In 1949, he traveled to Israel as a correspondent for the French newspaper ""L'arche"". He then was hired as Paris correspondent for the Israeli newspaper ""Yedioth Ahronoth"", subsequently becoming its roaming international correspondent."
623-3,q1,"What type of scholarly pursuit was uninteresting to Flamel, unlike his predecessors?","What type of scholarly pursuit was uninteresting to Flamel, unlike his predecessors?","What type of scholarly pursuit was interesting to Flamel, like his predecessors?","Nicolas Flamel is a well-known alchemist, but a good example of pseudepigraphy, the practice of giving your works the name of someone else, usually more famous. Although the historical Flamel existed, the writings and legends assigned to him only appeared in 1612. Flamel was not a religious scholar as were many of his predecessors, and his entire interest in the subject revolved around the pursuit of the philosopher's stone. His work spends a great deal of time describing the processes and reactions, but never actually gives the formula for carrying out the transmutations. Most of 'his' work was aimed at gathering alchemical knowledge that had existed before him, especially as regarded the philosopher's stone. Through the 14th and 15th centuries, alchemists were much like Flamel: they concentrated on looking for the philosophers' stone. Bernard Trevisan and George Ripley made similar contributions. Their cryptic allusions and symbolism led to wide variations in interpretation of the art.","Nicolas Flamel is a well-known alchemist, but a good example of pseudepigraphy, the practice of giving your works the name of someone else, usually more famous. Although the historical Flamel existed, the writings and legends assigned to him only appeared in 1612. Flamel was a religious scholar as were many of his predecessors, and his entire interest in the subject revolved around the pursuit of the philosopher's stone. His work spends a great deal of time describing the processes and reactions, but never actually gives the formula for carrying out the transmutations. Most of 'his' work was aimed at gathering alchemical knowledge that had existed before him, especially as regarded the philosopher's stone. Through the 14th and 15th centuries, alchemists were much like Flamel: they concentrated on looking for the philosophers' stone. Bernard Trevisan and George Ripley made similar contributions. Their cryptic allusions and symbolism led to wide variations in interpretation of the art.",doc1,doc2,"Nicolas Flamel is a well-known alchemist, but a good example of pseudepigraphy, the practice of giving your works the name of someone else, usually more famous. Although the historical Flamel existed, the writings and legends assigned to him only appeared in 1612. Flamel was not a religious scholar as were many of his predecessors, and his entire interest in the subject revolved around the pursuit of the philosopher's stone. His work spends a great deal of time describing the processes and reactions, but never actually gives the formula for carrying out the transmutations. Most of 'his' work was aimed at gathering alchemical knowledge that had existed before him, especially as regarded the philosopher's stone. Through the 14th and 15th centuries, alchemists were much like Flamel: they concentrated on looking for the philosophers' stone. Bernard Trevisan and George Ripley made similar contributions. Their cryptic allusions and symbolism led to wide variations in interpretation of the art.","Nicolas Flamel is a well-known alchemist, but a good example of pseudepigraphy, the practice of giving your works the name of someone else, usually more famous. Although the historical Flamel existed, the writings and legends assigned to him only appeared in 1612. Flamel was a religious scholar as were many of his predecessors, and his entire interest in the subject revolved around the pursuit of the philosopher's stone. His work spends a great deal of time describing the processes and reactions, but never actually gives the formula for carrying out the transmutations. Most of 'his' work was aimed at gathering alchemical knowledge that had existed before him, especially as regarded the philosopher's stone. Through the 14th and 15th centuries, alchemists were much like Flamel: they concentrated on looking for the philosophers' stone. Bernard Trevisan and George Ripley made similar contributions. Their cryptic allusions and symbolism led to wide variations in interpretation of the art."
