id,benchmark_index,query_column,query,q1,q2,question0,positive_corpus_index,negative_corpus_index,doc1,doc2,answer_doc,trap_doc,answer_text,trap_text
excluir_2215,2215,q1,"Can you introduce the song ""Doctor Pepper"" and how it was written, without mentioning anything about OG Maco?","Can you introduce the song ""Doctor Pepper"" and how it was written, without mentioning anything about OG Maco?",OG Maco,Doctor Pepper was a song that included which American rapper from Atlanta?,39130,39129,"Doctor Pepper (song)
""Doctor Pepper"" is a song recorded by American music producer Diplo, South Korean recording artist CL and American rappers Riff Raff and OG Maco. It was released on May 26, 2015 by Mad Decent. Produced by Diplo, ""Doctor Pepper"" is a trap song. CL later stated she wrote the lyrics after Diplo cancelled their recording session, making her write the song in a rush while drinking a can of Dr. Pepper.","OG Maco
Maco Mattox (born April 23, 1992), better known by his stage name OG Maco, is an American rapper from Atlanta, Georgia.",doc1,doc2,"Doctor Pepper (song)
""Doctor Pepper"" is a song recorded by American music producer Diplo, South Korean recording artist CL and American rappers Riff Raff and OG Maco. It was released on May 26, 2015 by Mad Decent. Produced by Diplo, ""Doctor Pepper"" is a trap song. CL later stated she wrote the lyrics after Diplo cancelled their recording session, making her write the song in a rush while drinking a can of Dr. Pepper.","OG Maco
Maco Mattox (born April 23, 1992), better known by his stage name OG Maco, is an American rapper from Atlanta, Georgia."
excluir_842,842,q1,"Besides Kate Austen, who else did Australian actress Emily de Ravenny play in the ABC drama Lost?","Besides Kate Austen, who else did Australian actress Emily de Ravenny play in the ABC drama Lost?",Kate Austen,Which actress played Claire the friend of Kate Austen's character in the televison serise Lost?,27941,57906,"Emilie de Ravin
Emilie de Ravin ( ; born 27 December 1981) is an Australian actress. She has played Tess Harding on ""Roswell"" and Claire Littleton on the ABC drama ""Lost"". In 2012 she guest-starred as Belle French on the ABC drama ""Once Upon a Time"" and became a series regular beginning with season two.","Kate Austen
Katherine Anne ""Kate"" Austen is a fictional character on the ABC television series ""Lost"", played by Canadian actress Evangeline Lilly. Before the pilot was shot during the writing phase, Kate was to emerge as the leader for the survivors, motivating them to build shelter and begin considering life as permanent residents of the island, however when it was decided Jack should survive, she was a second-in-command. In this original description for Kate, she was a slightly older woman separated from her husband, who went to the bathroom in the tail-section of the plane. However, that idea ended up being used for Rose Henderson (L. Scott Caldwell) and her husband Bernard Nadler (Sam Anderson). Kate is involved in a love triangle with Jack and Sawyer (Josh Holloway) and is seen as very protective of Claire (Emilie de Ravin) and her baby Aaron.",doc1,doc2,"Emilie de Ravin
Emilie de Ravin ( ; born 27 December 1981) is an Australian actress. She has played Tess Harding on ""Roswell"" and Claire Littleton on the ABC drama ""Lost"". In 2012 she guest-starred as Belle French on the ABC drama ""Once Upon a Time"" and became a series regular beginning with season two.","Kate Austen
Katherine Anne ""Kate"" Austen is a fictional character on the ABC television series ""Lost"", played by Canadian actress Evangeline Lilly. Before the pilot was shot during the writing phase, Kate was to emerge as the leader for the survivors, motivating them to build shelter and begin considering life as permanent residents of the island, however when it was decided Jack should survive, she was a second-in-command. In this original description for Kate, she was a slightly older woman separated from her husband, who went to the bathroom in the tail-section of the plane. However, that idea ended up being used for Rose Henderson (L. Scott Caldwell) and her husband Bernard Nadler (Sam Anderson). Kate is involved in a love triangle with Jack and Sawyer (Josh Holloway) and is seen as very protective of Claire (Emilie de Ravin) and her baby Aaron."
excluir_1543,1543,q1,Can you tell me the location and size of Delphi Community High School without including any information about Delphi Community School Corporation?,Can you tell me the location and size of Delphi Community High School without including any information about Delphi Community School Corporation?,Delphi Community High School,In what city reside both the Delphi public secondary school and the headquarters of the DCSC?,36308,36309,"Delphi Community School Corporation
Delphi Community School Corporation (DCSC) is a school district headquartered in Delphi, Indiana.","Delphi Community High School
Delphi Community High School is a public secondary school located in Delphi, Indiana. The school serves more than 500 students in grades 9 to 12 in the Delphi Community School Corporation district. The students of Delphi Community School Corporation reside in the cities of Delphi and Camden, as well as in the townships of Deer Creek, Madison, Jackson, Liberty, Rock Creek, and Tippecanoe.",doc1,doc2,"Delphi Community School Corporation
Delphi Community School Corporation (DCSC) is a school district headquartered in Delphi, Indiana.","Delphi Community High School
Delphi Community High School is a public secondary school located in Delphi, Indiana. The school serves more than 500 students in grades 9 to 12 in the Delphi Community School Corporation district. The students of Delphi Community School Corporation reside in the cities of Delphi and Camden, as well as in the townships of Deer Creek, Madison, Jackson, Liberty, Rock Creek, and Tippecanoe."
excluir_1612,1612,q1,"In addition to Matt LeBlanc, who else attended the Logie Awards of 1998?","In addition to Matt LeBlanc, who else attended the Logie Awards of 1998?",Matt LeBlanc,The Logie Awards of 1998 featured guests including one of the stars of what popular NBC sitcom?,19886,19885,"Logie Awards of 1998
The 40th Annual TV Week Logie Awards was held on Sunday 19 April 1998 at the Crown Palladium in Melbourne, and broadcast on the Nine Network. The ceremony was hosted by Daryl Somers, and guests included Matt LeBlanc, Kathy Najimy, Kenny Rogers and Reba McEntire.","Matt LeBlanc
Matthew Steven LeBlanc ( ; born July 25, 1967) is an American actor, comedian, television host, and producer, best known for his role as the dim-witted, womanizing but ultimately lovable actor Joey Tribbiani on the popular NBC sitcom ""Friends"", which ran from 1994 to 2004. LeBlanc also stars as a fictional version of himself in the BBC/Showtime comedy series ""Episodes"". He won a Golden Globe award for his work on ""Episodes"", and was nominated for an Emmy three times for his work on ""Friends"" and four times for ""Episodes"". Since 2016, LeBlanc has hosted the BBC motoring show ""Top Gear"".",doc1,doc2,"Logie Awards of 1998
The 40th Annual TV Week Logie Awards was held on Sunday 19 April 1998 at the Crown Palladium in Melbourne, and broadcast on the Nine Network. The ceremony was hosted by Daryl Somers, and guests included Matt LeBlanc, Kathy Najimy, Kenny Rogers and Reba McEntire.","Matt LeBlanc
Matthew Steven LeBlanc ( ; born July 25, 1967) is an American actor, comedian, television host, and producer, best known for his role as the dim-witted, womanizing but ultimately lovable actor Joey Tribbiani on the popular NBC sitcom ""Friends"", which ran from 1994 to 2004. LeBlanc also stars as a fictional version of himself in the BBC/Showtime comedy series ""Episodes"". He won a Golden Globe award for his work on ""Episodes"", and was nominated for an Emmy three times for his work on ""Friends"" and four times for ""Episodes"". Since 2016, LeBlanc has hosted the BBC motoring show ""Top Gear""."
excluir_2756,2756,q1,"What was the notable thing for the Rockets during the 1995-96 season, aside from Sam Cassell's joining?","What was the notable thing for the Rockets during the 1995-96 season, aside from Sam Cassell's joining?",Sam Cassell,What year was the Houston Rocket's 1995-96 point guard drafted into the NBA?,82582,82581,"1995–96 Houston Rockets season
The 1995–96 NBA season was the Rockets' 29th season in the National Basketball Association, and 25th season in Houston. After two straight NBA championships, the Rockets got new colors, new uniforms, and a new logo which was actually unveiled aboard the Space Shuttle. The Rockets got off to a fast start winning ten of their first eleven games. However, injuries would be an issue all year as Clyde Drexler, Sam Cassell and Mario Elie were all out for long stretches. Midway through the season, the team signed free agent Sam Mack, who previously played in the Continental Basketball Association. Despite the injuries and a 7-game losing streak in March, the Rockets finished third in the Midwest Division with a 48–34 record, with Drexler and Hakeem Olajuwon both being selected for the 1996 NBA All-Star Game.","Sam Cassell
Samuel James Cassell Sr. (born November 18, 1969) is a former professional basketball player and current assistant coach of the Los Angeles Clippers. Drafted 24th overall in the 1993 NBA draft out of Florida State University, Cassell played for eight different teams during his 15-year career. He was selected to the NBA All-Star Game and All-NBA Team once, both in the 2003–04 season. He played the point guard position.",doc1,doc2,"1995–96 Houston Rockets season
The 1995–96 NBA season was the Rockets' 29th season in the National Basketball Association, and 25th season in Houston. After two straight NBA championships, the Rockets got new colors, new uniforms, and a new logo which was actually unveiled aboard the Space Shuttle. The Rockets got off to a fast start winning ten of their first eleven games. However, injuries would be an issue all year as Clyde Drexler, Sam Cassell and Mario Elie were all out for long stretches. Midway through the season, the team signed free agent Sam Mack, who previously played in the Continental Basketball Association. Despite the injuries and a 7-game losing streak in March, the Rockets finished third in the Midwest Division with a 48–34 record, with Drexler and Hakeem Olajuwon both being selected for the 1996 NBA All-Star Game.","Sam Cassell
Samuel James Cassell Sr. (born November 18, 1969) is a former professional basketball player and current assistant coach of the Los Angeles Clippers. Drafted 24th overall in the 1993 NBA draft out of Florida State University, Cassell played for eight different teams during his 15-year career. He was selected to the NBA All-Star Game and All-NBA Team once, both in the 2003–04 season. He played the point guard position."
excluir_1009,1009,q1,"Which restaurant chains were previously owned by Darden Restaurants, Inc. and then acquired by other companies, without including any information about Darden's current ownership or operations?","Which restaurant chains were previously owned by Darden Restaurants, Inc. and then acquired by other companies, without including any information about Darden's current ownership or operations?",Darden Restaurants,In which year did Golden Gate Capital acquire Red Lobster from Darden Restaurants?,41685,26063,"Red Lobster
Red Lobster Hospitality LLC is an American casual dining restaurant chain headquartered in Orlando, Florida. The company has operations in Canada, Malaysia, Saudi Arabia, the United Arab Emirates, Qatar, Mexico, and Japan, in addition to the United States. As of February 24, 2013, the company had 705 locations worldwide. Golden Gate Capital has been Red Lobster's parent company since it was acquired from Darden Restaurants on July 28, 2014.","Darden Restaurants
Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando. As of April 2017, the firm owns eight casual dining restaurant chains: Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Eddie V's Prime Seafood, The Capital Grille, Yard House and Cheddar's Scratch Kitchen (the latter having been acquired on April 24). Until July 28, 2014, Darden also owned Red Lobster. Darden has more than 1,500 restaurant locations and more than 150,000 employees, making it the world's largest full-service restaurant company. As of 2012, Darden is the only Fortune 500 company with its corporate headquarters in Greater Orlando.",doc1,doc2,"Red Lobster
Red Lobster Hospitality LLC is an American casual dining restaurant chain headquartered in Orlando, Florida. The company has operations in Canada, Malaysia, Saudi Arabia, the United Arab Emirates, Qatar, Mexico, and Japan, in addition to the United States. As of February 24, 2013, the company had 705 locations worldwide. Golden Gate Capital has been Red Lobster's parent company since it was acquired from Darden Restaurants on July 28, 2014.","Darden Restaurants
Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando. As of April 2017, the firm owns eight casual dining restaurant chains: Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Eddie V's Prime Seafood, The Capital Grille, Yard House and Cheddar's Scratch Kitchen (the latter having been acquired on April 24). Until July 28, 2014, Darden also owned Red Lobster. Darden has more than 1,500 restaurant locations and more than 150,000 employees, making it the world's largest full-service restaurant company. As of 2012, Darden is the only Fortune 500 company with its corporate headquarters in Greater Orlando."
excluir_1098,1098,q1,"What are some of Rosario Dawson's notable film roles, apart from any information related to ""Love in the Time of Money""?","What are some of Rosario Dawson's notable film roles, apart from any information related to ""Love in the Time of Money""?",Love in the Time of Money,"Rosario Isabel Dawson is an American actress who starred in Love in the Time of Money, a 2002 American romantic comedy-drama film written and directed by who?",11821,16158,"Rosario Dawson
Rosario Isabel Dawson (born May 9, 1979) is an American actress, producer, singer, comic book writer, and political activist. She made her film debut in the 1995 teen drama ""Kids"". Her subsequent film roles include ""He Got Game"", ""Men in Black II"", ""25th Hour"", ""Rent"", ""Sin City"", ""Death Proof"", ""Seven Pounds"", """", and ""Top Five"". Dawson has also provided voice-over work for Disney and DC.","Love in the Time of Money
Love in the Time of Money is a 2002 American romantic comedy-drama film written and directed by Peter Mattei, and starring Steve Buscemi, Vera Farmiga, Rosario Dawson, Malcolm Gets, Jill Hennessy, and Adrian Grenier. The film had its premiere at the Sundance Film Festival on January 11, 2002, and was given a limited release in the United States on November 1, 2002.",doc1,doc2,"Rosario Dawson
Rosario Isabel Dawson (born May 9, 1979) is an American actress, producer, singer, comic book writer, and political activist. She made her film debut in the 1995 teen drama ""Kids"". Her subsequent film roles include ""He Got Game"", ""Men in Black II"", ""25th Hour"", ""Rent"", ""Sin City"", ""Death Proof"", ""Seven Pounds"", """", and ""Top Five"". Dawson has also provided voice-over work for Disney and DC.","Love in the Time of Money
Love in the Time of Money is a 2002 American romantic comedy-drama film written and directed by Peter Mattei, and starring Steve Buscemi, Vera Farmiga, Rosario Dawson, Malcolm Gets, Jill Hennessy, and Adrian Grenier. The film had its premiere at the Sundance Film Festival on January 11, 2002, and was given a limited release in the United States on November 1, 2002."
excluir_2058,2058,q1,"Can you recommend some notable films featuring David Thewlis excluding ""The Inner Life of Martin Frost""?","Can you recommend some notable films featuring David Thewlis excluding ""The Inner Life of Martin Frost""?",The Inner Life of Martin Frost,"The Inner Life of Martin Frost is a 2007 American romantic-mystery drama film directed by Paul Auster and starring David Thewlis, David Thewlis (born David Wheeler; born 20 March 1963) is an English actor, director, screenwriter, and what?",17056,69281,"David Thewlis
David Thewlis (born David Wheeler; born 20 March 1963) is an English actor, director, screenwriter, and author. His most commercially successful role to date has been that of Remus Lupin in the ""Harry Potter"" film series. Other notable performances include the films ""Naked"" (for which he won the Best Actor award at Cannes Film Festival), ""Dragonheart"", ""Kingdom of Heaven"", ""The Boy in the Striped Pyjamas"", ""The Theory of Everything"", ""Black Beauty"", ""Macbeth"" (as King Duncan) and ""Wonder Woman"". He has also done voice work in the films ""James and the Giant Peach"" (1996), ""The Miracle Maker"" (2000), and ""Anomalisa"" (2015). Thewlis has combined major motion picture work with prominent television roles, including playing Cyrus Crabb in the television miniseries ""Dinotopia"" and antagonist V.M. Varga in the third season of ""Fargo.""","The Inner Life of Martin Frost
The Inner Life of Martin Frost is a 2007 American romantic-mystery drama film directed by Paul Auster and starring David Thewlis, Irène Jacob, and Michael Imperioli. Written by Paul Auster, the film is about an author who having just completed his fourth novel travels to his friends' vacant country house to spend a few weeks alone. There he meets a beautiful and mysterious woman who inspires him to write a new story. Filmed in Azenhas do Mar in Sintra, Portugal in the spring of 2006, ""The Inner Life of Martin Frost"" is Auster's fourth film as director and writer. The film premiered at the New Directors/New Films Festival on March 21, 2007, and was released in the United States on September 7, 2007.",doc1,doc2,"David Thewlis
David Thewlis (born David Wheeler; born 20 March 1963) is an English actor, director, screenwriter, and author. His most commercially successful role to date has been that of Remus Lupin in the ""Harry Potter"" film series. Other notable performances include the films ""Naked"" (for which he won the Best Actor award at Cannes Film Festival), ""Dragonheart"", ""Kingdom of Heaven"", ""The Boy in the Striped Pyjamas"", ""The Theory of Everything"", ""Black Beauty"", ""Macbeth"" (as King Duncan) and ""Wonder Woman"". He has also done voice work in the films ""James and the Giant Peach"" (1996), ""The Miracle Maker"" (2000), and ""Anomalisa"" (2015). Thewlis has combined major motion picture work with prominent television roles, including playing Cyrus Crabb in the television miniseries ""Dinotopia"" and antagonist V.M. Varga in the third season of ""Fargo.""","The Inner Life of Martin Frost
The Inner Life of Martin Frost is a 2007 American romantic-mystery drama film directed by Paul Auster and starring David Thewlis, Irène Jacob, and Michael Imperioli. Written by Paul Auster, the film is about an author who having just completed his fourth novel travels to his friends' vacant country house to spend a few weeks alone. There he meets a beautiful and mysterious woman who inspires him to write a new story. Filmed in Azenhas do Mar in Sintra, Portugal in the spring of 2006, ""The Inner Life of Martin Frost"" is Auster's fourth film as director and writer. The film premiered at the New Directors/New Films Festival on March 21, 2007, and was released in the United States on September 7, 2007."
excluir_3192,3192,q1,"Can you tell me about the historical significance of the Cuauht e moc Moctezuma brewery in Monterrey, Mexico, while excluding any information about an industrialist in the city of Monterrey, Mexico, Eugenio Garza Sada or his family's connection to the brewery?","Can you tell me about the historical significance of the Cuauht e moc Moctezuma brewery in Monterrey, Mexico, while excluding any information about an industrialist in the city of Monterrey, Mexico, Eugenio Garza Sada or his family's connection to the brewery?",Eugenio Garza Sada,"which  major brewery based in Monterrey, Nuevo León, Mexico did  Eugenio Garza Sada father found",56980,56979,"Cuauhtémoc Moctezuma Brewery
Cervecería Cuauhtémoc Moctezuma (Cervecería Cuauhtémoc Moctezuma / Heineken México) (English: Cuauhtémoc Moctezuma Brewery) is a major brewery based in Monterrey, Nuevo León, Mexico, founded in 1890. It is a subsidiary of Heineken International.","Eugenio Garza Sada
Eugenio Garza Sada (January 11, 1892 – September 17, 1973) was an industrialist in the city of Monterrey, Mexico best known for founding the Monterrey Institute of Technology and Higher Education (ITESM in Spanish) school system in the country. Garza was born into a business family, with his father founding the Cuauhtémoc Brewery in Monterrey in 1890. After Garza graduated from the Massachusetts Institute of Technology (MIT), he began to work at the brewery, working his way up in the company to eventually take over as director after his father died. Garza and his brother Roberto grew the company into a conglomerate and instituted various innovations including benefits and social services for employees. Garza’s inspiration for founding ITESM came from his experience at MIT, as well as the desire to decrease Mexico’s dependence on foreign expert help. He remained the head of ITESM’s board until his death in 1973, as a result of a failed kidnapping attempt.",doc1,doc2,"Cuauhtémoc Moctezuma Brewery
Cervecería Cuauhtémoc Moctezuma (Cervecería Cuauhtémoc Moctezuma / Heineken México) (English: Cuauhtémoc Moctezuma Brewery) is a major brewery based in Monterrey, Nuevo León, Mexico, founded in 1890. It is a subsidiary of Heineken International.","Eugenio Garza Sada
Eugenio Garza Sada (January 11, 1892 – September 17, 1973) was an industrialist in the city of Monterrey, Mexico best known for founding the Monterrey Institute of Technology and Higher Education (ITESM in Spanish) school system in the country. Garza was born into a business family, with his father founding the Cuauhtémoc Brewery in Monterrey in 1890. After Garza graduated from the Massachusetts Institute of Technology (MIT), he began to work at the brewery, working his way up in the company to eventually take over as director after his father died. Garza and his brother Roberto grew the company into a conglomerate and instituted various innovations including benefits and social services for employees. Garza’s inspiration for founding ITESM came from his experience at MIT, as well as the desire to decrease Mexico’s dependence on foreign expert help. He remained the head of ITESM’s board until his death in 1973, as a result of a failed kidnapping attempt."
excluir_1153,1153,q1,"What is the historical significance of Julius Tavern in Manhattan's Greenwich Village neighborhood, without discussing the broader history of Greenwich Village?","What is the historical significance of Julius Tavern in Manhattan's Greenwich Village neighborhood, without discussing the broader history of Greenwich Village?",Greenwich Village,Which movement has its cradle in the neighborhood where the tavern Julius can be found?,85070,36777,"Julius (restaurant)
Julius, located at 159 West 10th Street at Waverly Place, is a tavern in Manhattan's Greenwich Village neighborhood in New York City. It is often called the oldest continuously operating gay bar in New York City; however, its management was actively unwilling to operate as such and harassed gay customers until 1966.","Greenwich Village
Greenwich Village, often referred to by locals as simply ""the Village"", is a neighborhood on the west side of Lower Manhattan, New York City. Greenwich Village has been known as an artists' haven, the Bohemian capital, the cradle of the modern LGBT movement, and the East Coast birthplace of both the Beat and '60s counterculture movements. ""Groenwijck"", one of the Dutch names for the village (meaning ""Green District""), was Anglicized to ""Greenwich"". Two of New York's private colleges, New York University (NYU) and the New School, are located in Greenwich Village.",doc1,doc2,"Julius (restaurant)
Julius, located at 159 West 10th Street at Waverly Place, is a tavern in Manhattan's Greenwich Village neighborhood in New York City. It is often called the oldest continuously operating gay bar in New York City; however, its management was actively unwilling to operate as such and harassed gay customers until 1966.","Greenwich Village
Greenwich Village, often referred to by locals as simply ""the Village"", is a neighborhood on the west side of Lower Manhattan, New York City. Greenwich Village has been known as an artists' haven, the Bohemian capital, the cradle of the modern LGBT movement, and the East Coast birthplace of both the Beat and '60s counterculture movements. ""Groenwijck"", one of the Dutch names for the village (meaning ""Green District""), was Anglicized to ""Greenwich"". Two of New York's private colleges, New York University (NYU) and the New School, are located in Greenwich Village."
excluir_2292,2292,q1,"Can you tell me the historical importance of Tulamore in the whisky industry, first focusing on information unrelated to the old Tulamore distillery?","Can you tell me the historical importance of Tulamore in the whisky industry, first focusing on information unrelated to the old Tulamore distillery?",Old Tullamore Distillery,In which city was Tullamore Dew Irish whiskey originally produced?,21020,21019,"Tullamore Dew
Tullamore Dew is a brand of blended Irish whiskey produced by William Grant & Sons. It is the second largest selling brand of Irish whiskey globally, with sales of over 950,000 cases per annum as of 2015.","Old Tullamore Distillery
The Old Tullamore Distillery was an Irish whiskey distillery which was established in Tullamore, County Offaly, Ireland, in 1829. The original home of Tullamore Dew Irish whiskey, the distillery closed in 1954, having endured financial difficulties for many years, like many Irish whiskey distilleries of the early 20th century.",doc1,doc2,"Tullamore Dew
Tullamore Dew is a brand of blended Irish whiskey produced by William Grant & Sons. It is the second largest selling brand of Irish whiskey globally, with sales of over 950,000 cases per annum as of 2015.","Old Tullamore Distillery
The Old Tullamore Distillery was an Irish whiskey distillery which was established in Tullamore, County Offaly, Ireland, in 1829. The original home of Tullamore Dew Irish whiskey, the distillery closed in 1954, having endured financial difficulties for many years, like many Irish whiskey distilleries of the early 20th century."
excluir_830,830,q1,"How did Jamie xx's collaboration with other artists influence the making of his album ""In Colour""? Let's focus on how his work with other musicians shaped the sound and style of the album, without bringing up any specific details from The xx.","How did Jamie xx's collaboration with other artists influence the making of his album ""In Colour""? Let's focus on how his work with other musicians shaped the sound and style of the album, without bringing up any specific details from The xx.",Xx (album),which English indie pop band has its member as part of the composer of  In Colour,15612,15611,"In Colour (Jamie xx album)
In Colour is the debut studio album by English producer Jamie xx, released on 29 May 2015 by Young Turks. The album was composed during a five-year period while a member of the indie pop band The xx, starting with his production on ""xx"" in 2009. After starting his solo career with the remix album ""We're New Here"" (2011) and singles like ""All Under One Roof Raving"" (2014), he was intent on making the album something of a departure from his previous work and genre. The album features guest vocals from fellow The xx members Romy and Oliver Sim, as well as from Young Thug and Popcaan. The album produced five singles: ""Girl"" and ""Sleep Sound"" as a double-single on 5 May 2014, ""Loud Places"" on 27 March 2015, ""Gosh"" on 4 May and ""I Know There's Gonna Be (Good Times)"" on 22 May.","Xx (album)
xx is the 2009 debut album by English indie pop band the xx. After they signed a contract with XL Recordings, the band recorded the album from December 2008 to February 2009 at the label's in-house studio in London. Audio engineer Rodaidh McDonald worked with the xx during the recording sessions and strived to reproduce the intimate, unembellished quality of their demos. The band's Jamie xx produced ""xx"" on his laptop and created electronic beats for the songs, which he then mixed in a detailed process with McDonald.",doc1,doc2,"In Colour (Jamie xx album)
In Colour is the debut studio album by English producer Jamie xx, released on 29 May 2015 by Young Turks. The album was composed during a five-year period while a member of the indie pop band The xx, starting with his production on ""xx"" in 2009. After starting his solo career with the remix album ""We're New Here"" (2011) and singles like ""All Under One Roof Raving"" (2014), he was intent on making the album something of a departure from his previous work and genre. The album features guest vocals from fellow The xx members Romy and Oliver Sim, as well as from Young Thug and Popcaan. The album produced five singles: ""Girl"" and ""Sleep Sound"" as a double-single on 5 May 2014, ""Loud Places"" on 27 March 2015, ""Gosh"" on 4 May and ""I Know There's Gonna Be (Good Times)"" on 22 May.","Xx (album)
xx is the 2009 debut album by English indie pop band the xx. After they signed a contract with XL Recordings, the band recorded the album from December 2008 to February 2009 at the label's in-house studio in London. Audio engineer Rodaidh McDonald worked with the xx during the recording sessions and strived to reproduce the intimate, unembellished quality of their demos. The band's Jamie xx produced ""xx"" on his laptop and created electronic beats for the songs, which he then mixed in a detailed process with McDonald."
excluir_320,320,q1,"What specific features set the Porsche 928 apart as a luxurious grand tourer, without focusing on general luxury vehicle characteristics?","What specific features set the Porsche 928 apart as a luxurious grand tourer, without focusing on general luxury vehicle characteristics?",Luxury vehicle,"The Porsche 928 is a luxurious grand tourer produced by Porsche AG of which country, from 1978 to 1995, the 928 combined the power, poise, and handling of a sports car with the refinement, comfort, and equipment of a luxurious saloon, luxury vehicle is a marketing term for a vehicle that provides luxury — pleasant or desirable features beyond strict necessity — at increased expense?",31980,78432,"Porsche 928
The Porsche 928 is a luxurious grand tourer produced by Porsche AG of Germany from 1978 to 1995. Originally intended to replace the company's well-known and famed 911, the 928 combined the power, poise, and handling of a sports car with the refinement, comfort, and equipment of a luxurious saloon to create what some Porsche executives thought would be a vehicle with wider appeal than the compact, quirky and sometimes difficult 911.","Luxury vehicle
Luxury vehicle is a marketing term for a vehicle that provides luxury — pleasant or desirable features beyond strict necessity — at increased expense.",doc1,doc2,"Porsche 928
The Porsche 928 is a luxurious grand tourer produced by Porsche AG of Germany from 1978 to 1995. Originally intended to replace the company's well-known and famed 911, the 928 combined the power, poise, and handling of a sports car with the refinement, comfort, and equipment of a luxurious saloon to create what some Porsche executives thought would be a vehicle with wider appeal than the compact, quirky and sometimes difficult 911.","Luxury vehicle
Luxury vehicle is a marketing term for a vehicle that provides luxury — pleasant or desirable features beyond strict necessity — at increased expense."
excluir_3008,3008,q1,"Can you tell me about some interesting flavors and varieties of carbonated soft drinks? I'm curious about unique options, but I'm not interested in hearing about Diet Pepsi Jazz.","Can you tell me about some interesting flavors and varieties of carbonated soft drinks? I'm curious about unique options, but I'm not interested in hearing about Diet Pepsi Jazz.",Jazz (soft drink),"Jazz and Dr Pepper, are a type of what item?",23250,11783,"Dr Pepper
Dr Pepper is a carbonated soft drink marketed as having a unique flavor. The drink was created in the 1880s by Charles Alderton in Waco, Texas and first served around 1885. Dr Pepper was first nationally marketed in the United States in 1904, and is now also sold in Europe, Asia, Canada, Mexico, Australia, and South America, as well as New Zealand and South Africa as an imported good. Variants include a version without high fructose corn syrup, Diet Dr Pepper, as well as a line of additional flavors, first introduced in the 2000s.","Jazz (soft drink)
Diet Pepsi Jazz was a brand of soda introduced by the Pepsi company in 2006 and discontinued in 2009. It was a specifically named variant of Pepsi's popular Diet Pepsi product, combining several different flavors.",doc1,doc2,"Dr Pepper
Dr Pepper is a carbonated soft drink marketed as having a unique flavor. The drink was created in the 1880s by Charles Alderton in Waco, Texas and first served around 1885. Dr Pepper was first nationally marketed in the United States in 1904, and is now also sold in Europe, Asia, Canada, Mexico, Australia, and South America, as well as New Zealand and South Africa as an imported good. Variants include a version without high fructose corn syrup, Diet Dr Pepper, as well as a line of additional flavors, first introduced in the 2000s.","Jazz (soft drink)
Diet Pepsi Jazz was a brand of soda introduced by the Pepsi company in 2006 and discontinued in 2009. It was a specifically named variant of Pepsi's popular Diet Pepsi product, combining several different flavors."
excluir_2876,2876,q1,"Can you tell me about the historical and geographical contexts of the University of South Alabama, but please avoid including any information about Baylor University?","Can you tell me about the historical and geographical contexts of the University of South Alabama, but please avoid including any information about Baylor University?",Baylor University,"Which university is located on the banks of the Brazos River, University of South Alabama or Baylor University?",10528,14374,"University of South Alabama
The University of South Alabama (USA), officially nicknamed ""South"" is a public, national research university in Mobile, Alabama, United States. It was created by the Alabama Legislature in May, 1963, and replaced existing extension programs operated in Mobile by the University of Alabama. With Alabama's two older universities more than 200 miles distant, the University is strategically located in the greater Mobile area, which has a population of more than a million within a 100-mile radius. Currently, USA is divided into ten colleges and schools and includes one of Alabama's two state-supported medical schools. As of the Fall semester of 2016, South Alabama has an enrollment of 16,699 students. To date, the University has awarded over 80,000 degrees. As of 2014 the university maintains a 14% graduation rate for four year courses, and was named the 8th most dangerous college in the country by ""Business Insider"".","Baylor University
Baylor University (BU) is a private Baptist university in Waco, Texas. Chartered in 1845 by the last Congress of the Republic of Texas, it is the oldest continuously-operating university in Texas and one of the first educational institutions west of the Mississippi River in the United States. Located on the banks of the Brazos River next to I-35, between the Dallas-Fort Worth Metroplex and Austin, the university's 1,000-acre campus is the largest Baptist university campus in the world.",doc1,doc2,"University of South Alabama
The University of South Alabama (USA), officially nicknamed ""South"" is a public, national research university in Mobile, Alabama, United States. It was created by the Alabama Legislature in May, 1963, and replaced existing extension programs operated in Mobile by the University of Alabama. With Alabama's two older universities more than 200 miles distant, the University is strategically located in the greater Mobile area, which has a population of more than a million within a 100-mile radius. Currently, USA is divided into ten colleges and schools and includes one of Alabama's two state-supported medical schools. As of the Fall semester of 2016, South Alabama has an enrollment of 16,699 students. To date, the University has awarded over 80,000 degrees. As of 2014 the university maintains a 14% graduation rate for four year courses, and was named the 8th most dangerous college in the country by ""Business Insider"".","Baylor University
Baylor University (BU) is a private Baptist university in Waco, Texas. Chartered in 1845 by the last Congress of the Republic of Texas, it is the oldest continuously-operating university in Texas and one of the first educational institutions west of the Mississippi River in the United States. Located on the banks of the Brazos River next to I-35, between the Dallas-Fort Worth Metroplex and Austin, the university's 1,000-acre campus is the largest Baptist university campus in the world."
